Borehole_Name,Source_ID,From_Depth,To_Depth,Depth_Units,From_Depth_mbgs,To_Depth_mbgs,Int_Top_Depth,Int_Bot_Depth,Pri_Material,Sec_Material,Colour,Full_Text,Comment
PR95-8,5,19.2,19.51,metres,19.2,19.51,19.2,19.28,no recovery,,,Drilled out stone.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,19.51,20.73,metres,19.51,20.73,19.28,19.83,silt,,dark grey,"Clayey, horizontal parting, pebbles, dark grey.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,19.51,20.73,metres,19.51,20.73,19.83,20.73,clay,,very dark grey,"Silt, very dark grey, faint horizontal bedding, small pebbles, igneous, quartzite, few pebbles in lower 50 cm, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,20.73,21.64,metres,20.73,21.64,20.73,21.64,clay,,,"Same as before, silty interbeds, very dense at base, auger refusal, stones at base, slightly calcareous, abundant shale clasts.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,21.64,22.25,metres,21.64,22.25,21.64,22.25,no recovery,,,"Drilled out, hard drilling.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,22.25,23.77,metres,22.25,23.77,22.25,23.77,clay,,dark grey,"Silty, dark grey, faint very dark grey horizontal bedding minor pebbles, very stiff, silty bedding - light grey at 50 cm from base, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,23.77,25.3,metres,23.77,25.3,23.77,25.3,silt,,dark grey,"Same as before, dark grey, faint very dark grey horizontal bedding, slightly calcareous, clayey, stiff, quartzite and igneous pebbles.- till like appearance","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,42.06,43.59,metres,42.06,43.59,42.76,43.59,silt and clay,,dark grey,"Interbeds, dark grey, rhythmic horizontal bedding, minor igneous, quartzite pebbles, shale clasts, slightly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-8,5,43.59,45.11,metres,43.59,45.11,43.59,45.11,silt and clay,,,"Same as before, moderately calcareous.[TD = 45.11 m]","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,0,0.61,metres,0,0.61,0,0.35,no recovery,,,"Drilled down, no core.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,0.61,1.22,metres,0.61,1.22,0.35,0.46,fill,,brown,Brown - gravelly clay.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,0.61,1.22,metres,0.61,1.22,0.46,0.58,silt,,light grey brown,"Light grey brown, massive, noncalcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,0.61,1.22,metres,0.61,1.22,0.58,0.91,clay,silty,brown yellow,"Silty, massive, oxidized, brown yellow, white, calcareous deposits.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,1.22,2.44,metres,1.22,2.44,0.91,2.44,clay,silty,brown,"Silty, brown, oxidized, massive, calcareous, abundant calcite & gypsum deposits, fine grained texture, calcite deposits are yellow white, minor pebbles - quartzite, limestone.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,2.44,3.96,metres,2.44,3.96,2.44,2.84,till,,olive and dark brown,"Mottled, olive and dark brown, oxidized, massive, numerous pebbles, shale, quartzite, igneous, ironstone, limestone, sandstone, siltstone, calcareous, 2 cm black chert pebble.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,2.44,3.96,metres,2.44,3.96,2.84,3.96,till,,dark brown,"Dark brown, minor olive mottling, same pebbles as above, calcareous, two fractures 10° & 15° filled with white calcite precipitate.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,3.96,5.49,metres,3.96,5.49,3.96,5.49,till,,,Same as before - poor recovery.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,5.49,7.01,metres,5.49,7.01,5.49,7.01,no recovery,,,Core loss - drilled out rock and stones.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,7.01,8.53,metres,7.01,8.53,7.01,7.59,clay,silt,dark grey,"Dark grey, unoxidized, massive, very few small pebbles, coarsening up from clay to silt, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,7.01,8.53,metres,7.01,8.53,7.59,8.53,clay,silt,,"Same as before, few pebbles, taint subhorizontal bedding, coarsening up, strongly calcareous, sharp contact with unit above.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,8.53,10.06,metres,8.53,10.06,8.53,10.06,clay and silt,,dark grey,"Dark grey, subhorizontal interbeds, rhythmic, no clasts, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,10.06,11.58,metres,10.06,11.58,10.06,11.58,till,,,"Same as before, stoney - igneous, quartzite, sandstone, siltstone, shale, clasts, silty clay, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,11.58,13.11,metres,11.58,13.11,11.58,13.11,till,,,Same as before.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,13.11,14.63,metres,13.11,14.63,13.11,14.63,clay,,dark grey,"Till (?), pebbley clay, dark grey, slightly calcareous, doesnt look like good till, massive, stone in core shoe.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,14.63,16.15,metres,14.63,16.15,14.63,16.15,no recovery,,,Core loss - drilled out rock.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,16.15,17.68,metres,16.15,17.68,16.15,17.68,till,,dark grey,"Dark grey, massive, clayey, plastic, very stiff, moderately calcareous, clasts - igneous, quartzite, shale.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,17.68,19.2,metres,17.68,19.2,17.68,19.2,till,,,"Same as before, massive, silty clay, limestone clasts, moderately calcareous, very dense.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,19.2,20.73,metres,19.2,20.73,19.2,20.73,till,,dark grey,"Same as before, very clayey, strongly calcareous, dark grey, massive igneous, quartzite, limestone, shale clasts.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,20.73,22.25,metres,20.73,22.25,20.73,22.25,till,,,"Same as before, strongly calcareous, very stiff.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,22.25,23.77,metres,22.25,23.77,22.25,23.77,till,,dark grey,"Same as before, silty clay, dark grey, very stiff, plastic, massive, pebbley clasts - igneous, quartzite, shale, sandstone, limestone.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,23.77,25.3,metres,23.77,25.3,23.77,25.3,till,,,"Same as before, till from 53 to 83 m, has small pebbles, less than 1 cm, no large stones intersected by drilling, strongly calcareous.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,25.3,26.82,metres,25.3,26.82,25.3,26.82,till,,,"Same as before, clayey silt, massive.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,26.82,28.35,metres,26.82,28.35,26.82,28.35,till,,,"Same as before, massive, strongly calcareous, higher percent of pebbles and clasts - same lithologies.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,28.35,29.87,metres,28.35,29.87,28.35,29.87,till,,,"Same as before, massive, stiff, at 50 cm from base is 2 cm wide horizon containing numerous small light greenish grey bentonite clasts, shale clasts.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,29.87,31.39,metres,29.87,31.39,29.87,31.39,till,,,"Same as before, very stiff, hard drilling, strongly calcareous, limestone clasts and same clast lithologies as above.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
PR95-9,5,31.39,32.92,metres,31.39,32.92,31.39,32.92,till,,,"Same as before, strongly calcareous, in lower 1 m.[TD = 32.92 m]","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
RCA TEST HOLE A,58,0,50,feet,0,15.24,0,15.24,sand,,,floodplain deposit,
RCA TEST HOLE A,58,50,98,feet,15.24,29.87,15.24,29.87,shale,,,,
RCA TEST HOLE A,58,98,118,feet,29.87,35.97,29.87,35.97,limestone,shaly,,Watt Mountain equivalent,
RCA TEST HOLE A,58,118,133,feet,35.97,40.54,35.97,40.54,shale,,,,
RCA TEST HOLE A,58,133,138,feet,40.54,42.06,40.54,42.06,limestone,,,,
RCA TEST HOLE A,58,138,142,feet,42.06,43.28,42.06,43.28,limestone and shale,,,,
RCA TEST HOLE A,58,142,144,feet,43.28,43.89,43.28,43.89,gypsum,,,Prairie Evaporite Formation,
RCA TEST HOLE A,58,144,149,feet,43.89,45.42,43.89,45.42,dolomite,,,,
RCA TEST HOLE A,58,149,191,feet,45.42,58.22,45.42,58.22,gypsum,,,,
RCA TEST HOLE A,58,191,202,feet,58.22,61.57,58.22,61.57,no recovery,,,,
RCA TEST HOLE A,58,202,212,feet,61.57,64.62,61.57,64.62,limestone,,,"fossiliferous, dolomitic",
RCA TEST HOLE A,58,212,217,feet,64.62,66.14,64.62,66.14,no recovery,,,,
RCA TEST HOLE A,58,217,231,feet,66.14,70.41,66.14,70.41,dolomite,,,Winnipegosis Formation,
RCA TEST HOLE B,58,0,144,feet,0,43.89,0,43.89,sand,,,floodplain deposit,
RCA TEST HOLE B,58,144,145,feet,43.89,44.2,43.89,44.2,limestone,,,Watt Mountain equivalent,
RCA TEST HOLE B,58,145,149,feet,44.2,45.42,44.2,45.42,no recovery,,,,
RCA TEST HOLE B,58,149,158,feet,45.42,48.16,45.42,48.16,limestone,,,,
RCA TEST HOLE B,58,158,166,feet,48.16,50.6,48.16,50.6,no recovery,,,,
RCA TEST HOLE B,58,166,170,feet,50.6,51.82,50.6,51.82,shale,,,,
RCA TEST HOLE B,58,170,174,feet,51.82,53.04,51.82,53.04,no recovery,,,,
RCA TEST HOLE B,58,174,178,feet,53.04,54.26,53.04,54.26,shale,,,,
RCA TEST HOLE B,58,178,180.5,feet,54.26,55.02,54.26,55.02,no recovery,,,,
RCA TEST HOLE B,58,180.5,182,feet,55.02,55.47,55.02,55.47,gypsum,,,Prairie Evaporite Formation,
RCA TEST HOLE B,58,182,183,feet,55.47,55.78,55.47,55.78,dolomite,,,,
RCA TEST HOLE B,58,183,186,feet,55.78,56.69,55.78,56.69,no recovery,,,,
RCA TEST HOLE B,58,186,187.5,feet,56.69,57.15,56.69,57.15,gypsum,,,,
RCA TEST HOLE B,58,187.5,190,feet,57.15,57.91,57.15,57.91,dolomite,,,,
RCA TEST HOLE B,58,190,193.5,feet,57.91,58.98,57.91,58.98,no recovery,,,,
